2023-04-08 21:59:42,267 root         INFO     Namespace(data_path='datasets/pubmed', expt_dir='./experiment', log_level='info', model='transformer')
2023-04-08 21:59:42,654 sentence_transformers.SentenceTransformer INFO     Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2023-04-08 21:59:44,696 sentence_transformers.SentenceTransformer INFO     Use pytorch device: cuda
2023-04-08 21:59:49,978 seq2seq.trainer.supervised_trainer INFO     Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
), Scheduler: None
2023-04-08 22:12:40,009 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 0.2234
2023-04-08 22:12:45,251 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 0.3687
2023-04-08 22:12:51,058 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 0.2966
2023-04-08 22:12:57,547 seq2seq.trainer.supervised_trainer INFO     Progress: 44%, Train RMSE Loss: 0.2591
2023-04-08 22:13:05,901 seq2seq.trainer.supervised_trainer INFO     Progress: 44%, Train RMSE Loss: 0.2637
2023-04-08 22:13:14,296 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 0.2172
2023-04-08 22:13:20,087 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 0.1648
2023-04-08 22:13:26,059 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 0.2145
2023-04-08 22:13:32,518 seq2seq.trainer.supervised_trainer INFO     Progress: 46%, Train RMSE Loss: 0.1657
2023-04-08 22:13:38,830 seq2seq.trainer.supervised_trainer INFO     Progress: 46%, Train RMSE Loss: 0.3304
2023-04-08 22:13:47,650 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.3880
2023-04-08 22:13:53,909 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.7683
2023-04-08 22:14:01,025 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.2815
2023-04-08 22:14:06,980 seq2seq.trainer.supervised_trainer INFO     Progress: 48%, Train RMSE Loss: 0.9382
2023-04-08 22:14:12,099 seq2seq.trainer.supervised_trainer INFO     Progress: 48%, Train RMSE Loss: 0.3730
2023-04-08 22:14:18,761 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.8145
2023-04-08 22:14:23,756 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.3816
2023-04-08 22:14:29,681 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.2834
2023-04-08 22:14:54,527 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 5: Train RMSE Loss: 0.5225, Dev RMSE Loss: 1.9360, Test RMSE Loss: 0.7715
2023-04-08 22:14:59,872 seq2seq.trainer.supervised_trainer INFO     Progress: 50%, Train RMSE Loss: 0.2586
2023-04-08 22:15:07,465 seq2seq.trainer.supervised_trainer INFO     Progress: 50%, Train RMSE Loss: 0.8224
2023-04-08 22:15:13,595 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 1.1099
2023-04-08 22:15:18,817 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 0.8512
2023-04-08 22:15:25,616 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 1.3026
2023-04-08 22:15:33,068 seq2seq.trainer.supervised_trainer INFO     Progress: 52%, Train RMSE Loss: 1.3603
2023-04-08 22:15:39,819 seq2seq.trainer.supervised_trainer INFO     Progress: 52%, Train RMSE Loss: 0.4684
2023-04-08 22:15:48,274 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 0.2561
2023-04-08 22:15:56,045 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 0.2586
2023-04-08 22:16:03,021 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 0.3284
2023-04-08 22:16:11,923 seq2seq.trainer.supervised_trainer INFO     Progress: 54%, Train RMSE Loss: 0.2667
2023-04-08 22:16:17,121 seq2seq.trainer.supervised_trainer INFO     Progress: 54%, Train RMSE Loss: 0.1981
2023-04-08 22:16:23,183 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 0.2263
2023-04-08 22:16:29,598 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 0.1719
2023-04-08 22:16:35,853 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 0.2250
2023-04-08 22:16:41,230 seq2seq.trainer.supervised_trainer INFO     Progress: 56%, Train RMSE Loss: 0.1940
2023-04-08 22:16:47,639 seq2seq.trainer.supervised_trainer INFO     Progress: 56%, Train RMSE Loss: 0.3474
2023-04-08 22:16:52,673 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.3773
2023-04-08 22:16:59,230 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.6892
2023-04-08 22:17:05,675 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.2773
2023-04-08 22:17:11,014 seq2seq.trainer.supervised_trainer INFO     Progress: 58%, Train RMSE Loss: 1.0687
2023-04-08 22:17:16,005 seq2seq.trainer.supervised_trainer INFO     Progress: 58%, Train RMSE Loss: 0.3377
2023-04-08 22:17:23,618 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.8245
2023-04-08 22:17:30,773 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.3527
2023-04-08 22:17:37,039 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.2801
2023-04-08 22:18:02,596 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 6: Train RMSE Loss: 0.5140, Dev RMSE Loss: 1.8915, Test RMSE Loss: 0.7212
2023-04-08 22:18:07,546 seq2seq.trainer.supervised_trainer INFO     Progress: 60%, Train RMSE Loss: 0.2918
2023-04-08 22:18:12,106 seq2seq.trainer.supervised_trainer INFO     Progress: 60%, Train RMSE Loss: 0.7744
2023-04-08 22:18:18,753 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 0.9701
2023-04-08 22:18:25,266 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 0.8676
2023-04-08 22:18:32,929 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 1.3023
2023-04-08 22:18:40,616 seq2seq.trainer.supervised_trainer INFO     Progress: 62%, Train RMSE Loss: 1.2951
2023-04-08 22:18:46,272 seq2seq.trainer.supervised_trainer INFO     Progress: 62%, Train RMSE Loss: 0.4975
2023-04-08 22:18:52,013 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 0.2615
2023-04-08 22:18:58,261 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 0.3166
2023-04-08 22:19:05,829 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 0.3200
2023-04-08 22:19:15,269 seq2seq.trainer.supervised_trainer INFO     Progress: 64%, Train RMSE Loss: 0.2512
2023-04-08 22:19:23,927 seq2seq.trainer.supervised_trainer INFO     Progress: 64%, Train RMSE Loss: 0.2240
2023-04-08 22:19:31,697 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 0.2168
2023-04-08 22:19:36,166 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 0.1488
2023-04-08 22:19:41,008 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 0.2037
2023-04-08 22:19:45,850 seq2seq.trainer.supervised_trainer INFO     Progress: 66%, Train RMSE Loss: 0.1935
2023-04-08 22:19:52,598 seq2seq.trainer.supervised_trainer INFO     Progress: 66%, Train RMSE Loss: 0.2884
2023-04-08 22:19:57,693 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.3376
2023-04-08 22:20:03,574 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.6939
2023-04-08 22:20:10,554 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.2635
2023-04-08 22:20:15,819 seq2seq.trainer.supervised_trainer INFO     Progress: 68%, Train RMSE Loss: 0.9903
2023-04-08 22:20:22,385 seq2seq.trainer.supervised_trainer INFO     Progress: 68%, Train RMSE Loss: 0.3812
2023-04-08 22:20:29,122 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.7708
2023-04-08 22:20:34,337 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.3629
2023-04-08 22:20:40,166 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.2906
2023-04-08 22:21:04,235 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 7: Train RMSE Loss: 0.5002, Dev RMSE Loss: 1.9127, Test RMSE Loss: 0.7355
2023-04-08 22:21:08,512 seq2seq.trainer.supervised_trainer INFO     Progress: 70%, Train RMSE Loss: 0.2540
2023-04-08 22:21:14,099 seq2seq.trainer.supervised_trainer INFO     Progress: 70%, Train RMSE Loss: 0.6900
2023-04-08 22:21:20,047 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 0.9995
2023-04-08 22:21:25,515 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 0.9382
2023-04-08 22:21:30,450 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 1.1648
2023-04-08 22:21:35,875 seq2seq.trainer.supervised_trainer INFO     Progress: 72%, Train RMSE Loss: 1.2663
2023-04-08 22:21:41,422 seq2seq.trainer.supervised_trainer INFO     Progress: 72%, Train RMSE Loss: 0.3918
2023-04-08 22:21:46,664 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 0.2346
2023-04-08 22:21:52,330 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 0.3123
2023-04-08 22:21:57,604 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 0.2825
2023-04-08 22:22:03,289 seq2seq.trainer.supervised_trainer INFO     Progress: 74%, Train RMSE Loss: 0.2374
2023-04-08 22:22:08,128 seq2seq.trainer.supervised_trainer INFO     Progress: 74%, Train RMSE Loss: 0.2040
2023-04-08 22:22:13,908 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 0.2274
2023-04-08 22:22:19,553 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 0.1749
2023-04-08 22:22:24,491 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 0.1813
2023-04-08 22:22:29,979 seq2seq.trainer.supervised_trainer INFO     Progress: 76%, Train RMSE Loss: 0.1798
2023-04-08 22:22:35,190 seq2seq.trainer.supervised_trainer INFO     Progress: 76%, Train RMSE Loss: 0.2593
2023-04-08 22:22:41,272 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.3320
2023-04-08 22:22:46,899 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.6794
2023-04-08 22:22:52,007 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.2596
2023-04-08 22:22:57,979 seq2seq.trainer.supervised_trainer INFO     Progress: 78%, Train RMSE Loss: 0.9741
2023-04-08 22:23:03,513 seq2seq.trainer.supervised_trainer INFO     Progress: 78%, Train RMSE Loss: 0.3514
2023-04-08 22:23:09,480 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.8506
2023-04-08 22:23:15,222 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.3676
2023-04-08 22:23:20,918 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.2893
2023-04-08 22:23:40,152 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 8: Train RMSE Loss: 0.4841, Dev RMSE Loss: 1.9373, Test RMSE Loss: 0.7649
2023-04-08 22:23:44,165 seq2seq.trainer.supervised_trainer INFO     Progress: 80%, Train RMSE Loss: 0.2566
2023-04-08 22:23:49,327 seq2seq.trainer.supervised_trainer INFO     Progress: 80%, Train RMSE Loss: 0.6495
2023-04-08 22:23:55,115 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 1.0083
2023-04-08 22:24:00,905 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 0.9357
2023-04-08 22:24:06,735 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 1.1807
2023-04-08 22:24:12,320 seq2seq.trainer.supervised_trainer INFO     Progress: 82%, Train RMSE Loss: 1.2305
2023-04-08 22:24:17,717 seq2seq.trainer.supervised_trainer INFO     Progress: 82%, Train RMSE Loss: 0.3569
2023-04-08 22:24:23,913 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 0.2518
2023-04-08 22:24:30,781 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 0.2779
2023-04-08 22:24:37,957 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 0.3046
2023-04-08 22:24:44,369 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 0.2246
