2023-04-08 21:50:08,395 root         INFO     Namespace(data_path='datasets/pubmed', expt_dir='./experiment', log_level='info', model='cnn')
2023-04-08 21:50:08,395 sentence_transformers.SentenceTransformer INFO     Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2023-04-08 21:50:10,509 sentence_transformers.SentenceTransformer INFO     Use pytorch device: cuda
2023-04-08 21:50:15,264 seq2seq.trainer.supervised_trainer INFO     Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
), Scheduler: None
2023-04-08 21:51:18,629 seq2seq.trainer.supervised_trainer INFO     Progress: 12%, Train RMSE Loss: 0.3300
2023-04-08 21:51:20,204 seq2seq.trainer.supervised_trainer INFO     Progress: 12%, Train RMSE Loss: 0.2821
2023-04-08 21:51:21,787 seq2seq.trainer.supervised_trainer INFO     Progress: 13%, Train RMSE Loss: 0.2275
2023-04-08 21:51:23,246 seq2seq.trainer.supervised_trainer INFO     Progress: 13%, Train RMSE Loss: 0.2431
2023-04-08 21:51:24,952 seq2seq.trainer.supervised_trainer INFO     Progress: 13%, Train RMSE Loss: 0.2023
2023-04-08 21:51:26,438 seq2seq.trainer.supervised_trainer INFO     Progress: 14%, Train RMSE Loss: 0.2165
2023-04-08 21:51:27,842 seq2seq.trainer.supervised_trainer INFO     Progress: 14%, Train RMSE Loss: 0.1805
2023-04-08 21:51:29,240 seq2seq.trainer.supervised_trainer INFO     Progress: 15%, Train RMSE Loss: 0.1562
2023-04-08 21:51:30,616 seq2seq.trainer.supervised_trainer INFO     Progress: 15%, Train RMSE Loss: 0.1557
2023-04-08 21:51:32,015 seq2seq.trainer.supervised_trainer INFO     Progress: 15%, Train RMSE Loss: 0.1693
2023-04-08 21:51:33,406 seq2seq.trainer.supervised_trainer INFO     Progress: 16%, Train RMSE Loss: 0.1623
2023-04-08 21:51:34,837 seq2seq.trainer.supervised_trainer INFO     Progress: 16%, Train RMSE Loss: 0.2030
2023-04-08 21:51:36,708 seq2seq.trainer.supervised_trainer INFO     Progress: 17%, Train RMSE Loss: 0.2809
2023-04-08 21:51:38,217 seq2seq.trainer.supervised_trainer INFO     Progress: 17%, Train RMSE Loss: 0.3869
2023-04-08 21:51:40,038 seq2seq.trainer.supervised_trainer INFO     Progress: 17%, Train RMSE Loss: 0.2238
2023-04-08 21:51:41,634 seq2seq.trainer.supervised_trainer INFO     Progress: 18%, Train RMSE Loss: 0.4407
2023-04-08 21:51:43,442 seq2seq.trainer.supervised_trainer INFO     Progress: 18%, Train RMSE Loss: 0.3637
2023-04-08 21:51:45,011 seq2seq.trainer.supervised_trainer INFO     Progress: 19%, Train RMSE Loss: 0.3513
2023-04-08 21:51:46,545 seq2seq.trainer.supervised_trainer INFO     Progress: 19%, Train RMSE Loss: 0.2738
2023-04-08 21:51:48,053 seq2seq.trainer.supervised_trainer INFO     Progress: 19%, Train RMSE Loss: 0.1874
2023-04-08 21:52:00,340 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 2: Train RMSE Loss: 0.2943, Dev RMSE Loss: 1.8687, Test RMSE Loss: 0.7320
2023-04-08 21:52:02,120 seq2seq.trainer.supervised_trainer INFO     Progress: 20%, Train RMSE Loss: 0.1933
2023-04-08 21:52:03,517 seq2seq.trainer.supervised_trainer INFO     Progress: 20%, Train RMSE Loss: 0.4642
2023-04-08 21:52:04,850 seq2seq.trainer.supervised_trainer INFO     Progress: 21%, Train RMSE Loss: 0.5702
2023-04-08 21:52:06,565 seq2seq.trainer.supervised_trainer INFO     Progress: 21%, Train RMSE Loss: 0.4307
2023-04-08 21:52:08,565 seq2seq.trainer.supervised_trainer INFO     Progress: 21%, Train RMSE Loss: 0.7152
2023-04-08 21:52:10,097 seq2seq.trainer.supervised_trainer INFO     Progress: 22%, Train RMSE Loss: 0.3571
2023-04-08 21:52:11,690 seq2seq.trainer.supervised_trainer INFO     Progress: 22%, Train RMSE Loss: 0.2991
2023-04-08 21:52:13,301 seq2seq.trainer.supervised_trainer INFO     Progress: 23%, Train RMSE Loss: 0.2097
2023-04-08 21:52:14,696 seq2seq.trainer.supervised_trainer INFO     Progress: 23%, Train RMSE Loss: 0.2603
2023-04-08 21:52:16,375 seq2seq.trainer.supervised_trainer INFO     Progress: 23%, Train RMSE Loss: 0.1933
2023-04-08 21:52:18,131 seq2seq.trainer.supervised_trainer INFO     Progress: 24%, Train RMSE Loss: 0.2017
2023-04-08 21:52:19,758 seq2seq.trainer.supervised_trainer INFO     Progress: 24%, Train RMSE Loss: 0.1849
2023-04-08 21:52:21,353 seq2seq.trainer.supervised_trainer INFO     Progress: 25%, Train RMSE Loss: 0.1714
2023-04-08 21:52:22,933 seq2seq.trainer.supervised_trainer INFO     Progress: 25%, Train RMSE Loss: 0.1528
2023-04-08 21:52:24,517 seq2seq.trainer.supervised_trainer INFO     Progress: 25%, Train RMSE Loss: 0.1625
2023-04-08 21:52:26,308 seq2seq.trainer.supervised_trainer INFO     Progress: 26%, Train RMSE Loss: 0.1636
2023-04-08 21:52:27,970 seq2seq.trainer.supervised_trainer INFO     Progress: 26%, Train RMSE Loss: 0.2010
2023-04-08 21:52:29,402 seq2seq.trainer.supervised_trainer INFO     Progress: 27%, Train RMSE Loss: 0.2902
2023-04-08 21:52:30,944 seq2seq.trainer.supervised_trainer INFO     Progress: 27%, Train RMSE Loss: 0.2979
2023-04-08 21:52:32,591 seq2seq.trainer.supervised_trainer INFO     Progress: 27%, Train RMSE Loss: 0.2260
2023-04-08 21:52:34,169 seq2seq.trainer.supervised_trainer INFO     Progress: 28%, Train RMSE Loss: 0.4092
2023-04-08 21:52:35,601 seq2seq.trainer.supervised_trainer INFO     Progress: 28%, Train RMSE Loss: 0.2467
2023-04-08 21:52:37,058 seq2seq.trainer.supervised_trainer INFO     Progress: 29%, Train RMSE Loss: 0.3964
2023-04-08 21:52:38,390 seq2seq.trainer.supervised_trainer INFO     Progress: 29%, Train RMSE Loss: 0.2008
2023-04-08 21:52:39,796 seq2seq.trainer.supervised_trainer INFO     Progress: 29%, Train RMSE Loss: 0.1946
2023-04-08 21:52:51,944 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 3: Train RMSE Loss: 0.2874, Dev RMSE Loss: 1.8990, Test RMSE Loss: 0.7574
2023-04-08 21:52:54,174 seq2seq.trainer.supervised_trainer INFO     Progress: 30%, Train RMSE Loss: 0.2061
2023-04-08 21:52:56,108 seq2seq.trainer.supervised_trainer INFO     Progress: 30%, Train RMSE Loss: 0.4846
2023-04-08 21:52:57,887 seq2seq.trainer.supervised_trainer INFO     Progress: 31%, Train RMSE Loss: 0.5357
2023-04-08 21:52:59,441 seq2seq.trainer.supervised_trainer INFO     Progress: 31%, Train RMSE Loss: 0.3965
2023-04-08 21:53:01,101 seq2seq.trainer.supervised_trainer INFO     Progress: 31%, Train RMSE Loss: 0.4762
2023-04-08 21:53:02,542 seq2seq.trainer.supervised_trainer INFO     Progress: 32%, Train RMSE Loss: 0.3884
2023-04-08 21:53:04,215 seq2seq.trainer.supervised_trainer INFO     Progress: 32%, Train RMSE Loss: 0.2777
2023-04-08 21:53:05,630 seq2seq.trainer.supervised_trainer INFO     Progress: 33%, Train RMSE Loss: 0.1971
2023-04-08 21:53:07,052 seq2seq.trainer.supervised_trainer INFO     Progress: 33%, Train RMSE Loss: 0.2582
2023-04-08 21:53:08,409 seq2seq.trainer.supervised_trainer INFO     Progress: 33%, Train RMSE Loss: 0.1989
2023-04-08 21:53:10,031 seq2seq.trainer.supervised_trainer INFO     Progress: 34%, Train RMSE Loss: 0.1610
2023-04-08 21:53:12,024 seq2seq.trainer.supervised_trainer INFO     Progress: 34%, Train RMSE Loss: 0.1840
2023-04-08 21:53:13,396 seq2seq.trainer.supervised_trainer INFO     Progress: 35%, Train RMSE Loss: 0.1748
2023-04-08 21:53:14,827 seq2seq.trainer.supervised_trainer INFO     Progress: 35%, Train RMSE Loss: 0.1682
2023-04-08 21:53:16,170 seq2seq.trainer.supervised_trainer INFO     Progress: 35%, Train RMSE Loss: 0.1762
2023-04-08 21:53:17,553 seq2seq.trainer.supervised_trainer INFO     Progress: 36%, Train RMSE Loss: 0.1519
2023-04-08 21:53:19,050 seq2seq.trainer.supervised_trainer INFO     Progress: 36%, Train RMSE Loss: 0.2106
2023-04-08 21:53:20,782 seq2seq.trainer.supervised_trainer INFO     Progress: 37%, Train RMSE Loss: 0.2983
2023-04-08 21:53:22,552 seq2seq.trainer.supervised_trainer INFO     Progress: 37%, Train RMSE Loss: 0.4697
2023-04-08 21:53:24,049 seq2seq.trainer.supervised_trainer INFO     Progress: 37%, Train RMSE Loss: 0.1728
2023-04-08 21:53:25,624 seq2seq.trainer.supervised_trainer INFO     Progress: 38%, Train RMSE Loss: 0.3918
2023-04-08 21:53:27,113 seq2seq.trainer.supervised_trainer INFO     Progress: 38%, Train RMSE Loss: 0.2629
2023-04-08 21:53:28,682 seq2seq.trainer.supervised_trainer INFO     Progress: 39%, Train RMSE Loss: 0.3428
2023-04-08 21:53:30,244 seq2seq.trainer.supervised_trainer INFO     Progress: 39%, Train RMSE Loss: 0.2550
2023-04-08 21:53:31,719 seq2seq.trainer.supervised_trainer INFO     Progress: 39%, Train RMSE Loss: 0.1997
2023-04-08 21:53:44,654 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 4: Train RMSE Loss: 0.2816, Dev RMSE Loss: 1.7734, Test RMSE Loss: 0.7299
2023-04-08 21:53:47,110 seq2seq.trainer.supervised_trainer INFO     Progress: 40%, Train RMSE Loss: 0.2116
2023-04-08 21:53:48,687 seq2seq.trainer.supervised_trainer INFO     Progress: 40%, Train RMSE Loss: 0.4585
2023-04-08 21:53:50,185 seq2seq.trainer.supervised_trainer INFO     Progress: 41%, Train RMSE Loss: 0.6016
2023-04-08 21:53:51,672 seq2seq.trainer.supervised_trainer INFO     Progress: 41%, Train RMSE Loss: 0.3741
2023-04-08 21:53:53,162 seq2seq.trainer.supervised_trainer INFO     Progress: 41%, Train RMSE Loss: 0.6110
2023-04-08 21:53:54,824 seq2seq.trainer.supervised_trainer INFO     Progress: 42%, Train RMSE Loss: 0.4767
2023-04-08 21:53:56,309 seq2seq.trainer.supervised_trainer INFO     Progress: 42%, Train RMSE Loss: 0.2811
2023-04-08 21:53:57,926 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 0.2099
2023-04-08 21:53:59,938 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 0.2517
2023-04-08 21:54:01,290 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 0.2091
2023-04-08 21:54:02,835 seq2seq.trainer.supervised_trainer INFO     Progress: 44%, Train RMSE Loss: 0.1956
2023-04-08 21:54:04,441 seq2seq.trainer.supervised_trainer INFO     Progress: 44%, Train RMSE Loss: 0.1789
2023-04-08 21:54:05,917 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 0.1733
2023-04-08 21:54:07,248 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 0.1535
2023-04-08 21:54:08,899 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 0.1689
2023-04-08 21:54:10,540 seq2seq.trainer.supervised_trainer INFO     Progress: 46%, Train RMSE Loss: 0.1751
2023-04-08 21:54:11,824 seq2seq.trainer.supervised_trainer INFO     Progress: 46%, Train RMSE Loss: 0.1991
2023-04-08 21:54:13,373 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.3019
2023-04-08 21:54:15,249 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.3738
2023-04-08 21:54:16,731 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.2070
2023-04-08 21:54:18,362 seq2seq.trainer.supervised_trainer INFO     Progress: 48%, Train RMSE Loss: 0.3296
2023-04-08 21:54:20,017 seq2seq.trainer.supervised_trainer INFO     Progress: 48%, Train RMSE Loss: 0.2662
2023-04-08 21:54:21,550 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.3018
2023-04-08 21:54:22,995 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.2055
2023-04-08 21:54:24,400 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.2115
2023-04-08 21:54:36,149 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 5: Train RMSE Loss: 0.2846, Dev RMSE Loss: 1.8957, Test RMSE Loss: 0.7554
2023-04-08 21:54:38,120 seq2seq.trainer.supervised_trainer INFO     Progress: 50%, Train RMSE Loss: 0.1932
2023-04-08 21:54:39,520 seq2seq.trainer.supervised_trainer INFO     Progress: 50%, Train RMSE Loss: 0.4674
2023-04-08 21:54:40,973 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 0.6147
2023-04-08 21:54:42,945 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 0.5342
2023-04-08 21:54:44,336 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 0.5814
2023-04-08 21:54:45,789 seq2seq.trainer.supervised_trainer INFO     Progress: 52%, Train RMSE Loss: 0.4738
2023-04-08 21:54:47,278 seq2seq.trainer.supervised_trainer INFO     Progress: 52%, Train RMSE Loss: 0.2622
2023-04-08 21:54:49,040 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 0.2399
2023-04-08 21:54:50,591 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 0.2395
2023-04-08 21:54:52,212 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 0.2234
2023-04-08 21:54:54,073 seq2seq.trainer.supervised_trainer INFO     Progress: 54%, Train RMSE Loss: 0.1673
2023-04-08 21:54:55,753 seq2seq.trainer.supervised_trainer INFO     Progress: 54%, Train RMSE Loss: 0.1770
2023-04-08 21:54:57,322 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 0.1657
2023-04-08 21:54:58,778 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 0.1682
2023-04-08 21:55:00,280 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 0.1764
2023-04-08 21:55:01,629 seq2seq.trainer.supervised_trainer INFO     Progress: 56%, Train RMSE Loss: 0.1659
2023-04-08 21:55:03,122 seq2seq.trainer.supervised_trainer INFO     Progress: 56%, Train RMSE Loss: 0.1811
2023-04-08 21:55:04,854 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.2911
2023-04-08 21:55:06,605 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.3442
2023-04-08 21:55:08,145 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.2063
2023-04-08 21:55:09,752 seq2seq.trainer.supervised_trainer INFO     Progress: 58%, Train RMSE Loss: 0.4219
2023-04-08 21:55:11,290 seq2seq.trainer.supervised_trainer INFO     Progress: 58%, Train RMSE Loss: 0.2463
2023-04-08 21:55:12,780 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.4034
2023-04-08 21:55:14,628 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.2842
2023-04-08 21:55:16,291 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.2105
2023-04-08 21:55:28,933 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 6: Train RMSE Loss: 0.2978, Dev RMSE Loss: 1.8905, Test RMSE Loss: 0.7536
2023-04-08 21:55:30,822 seq2seq.trainer.supervised_trainer INFO     Progress: 60%, Train RMSE Loss: 0.2126
2023-04-08 21:55:32,392 seq2seq.trainer.supervised_trainer INFO     Progress: 60%, Train RMSE Loss: 0.4692
2023-04-08 21:55:33,748 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 0.4934
2023-04-08 21:55:35,155 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 0.4385
2023-04-08 21:55:36,514 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 0.6267
2023-04-08 21:55:37,950 seq2seq.trainer.supervised_trainer INFO     Progress: 62%, Train RMSE Loss: 0.4612
2023-04-08 21:55:39,289 seq2seq.trainer.supervised_trainer INFO     Progress: 62%, Train RMSE Loss: 0.2282
2023-04-08 21:55:40,698 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 0.2028
2023-04-08 21:55:42,119 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 0.2197
2023-04-08 21:55:43,594 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 0.2343
2023-04-08 21:55:44,971 seq2seq.trainer.supervised_trainer INFO     Progress: 64%, Train RMSE Loss: 0.1743
2023-04-08 21:55:46,586 seq2seq.trainer.supervised_trainer INFO     Progress: 64%, Train RMSE Loss: 0.2052
2023-04-08 21:55:48,325 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 0.1700
2023-04-08 21:55:49,858 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 0.1757
2023-04-08 21:55:51,428 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 0.1733
2023-04-08 21:55:52,803 seq2seq.trainer.supervised_trainer INFO     Progress: 66%, Train RMSE Loss: 0.1559
2023-04-08 21:55:54,327 seq2seq.trainer.supervised_trainer INFO     Progress: 66%, Train RMSE Loss: 0.1898
2023-04-08 21:55:55,619 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.2716
2023-04-08 21:55:57,017 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.4131
2023-04-08 21:55:58,624 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.2260
2023-04-08 21:56:00,412 seq2seq.trainer.supervised_trainer INFO     Progress: 68%, Train RMSE Loss: 0.3264
2023-04-08 21:56:02,219 seq2seq.trainer.supervised_trainer INFO     Progress: 68%, Train RMSE Loss: 0.2129
2023-04-08 21:56:03,920 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.3541
2023-04-08 21:56:05,485 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.2259
2023-04-08 21:56:07,050 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.2051
2023-04-08 21:56:18,051 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 7: Train RMSE Loss: 0.2830, Dev RMSE Loss: 1.7812, Test RMSE Loss: 0.7426
2023-04-08 21:56:19,683 seq2seq.trainer.supervised_trainer INFO     Progress: 70%, Train RMSE Loss: 0.1860
2023-04-08 21:56:21,288 seq2seq.trainer.supervised_trainer INFO     Progress: 70%, Train RMSE Loss: 0.4488
2023-04-08 21:56:22,742 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 0.5532
2023-04-08 21:56:24,144 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 0.4942
2023-04-08 21:56:25,527 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 0.5890
2023-04-08 21:56:26,921 seq2seq.trainer.supervised_trainer INFO     Progress: 72%, Train RMSE Loss: 0.5233
2023-04-08 21:56:28,270 seq2seq.trainer.supervised_trainer INFO     Progress: 72%, Train RMSE Loss: 0.2717
2023-04-08 21:56:29,614 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 0.2433
2023-04-08 21:56:30,921 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 0.2301
2023-04-08 21:56:32,359 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 0.2612
2023-04-08 21:56:33,752 seq2seq.trainer.supervised_trainer INFO     Progress: 74%, Train RMSE Loss: 0.1619
2023-04-08 21:56:35,192 seq2seq.trainer.supervised_trainer INFO     Progress: 74%, Train RMSE Loss: 0.1884
2023-04-08 21:56:36,620 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 0.1670
2023-04-08 21:56:38,004 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 0.1627
2023-04-08 21:56:39,395 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 0.1803
2023-04-08 21:56:40,806 seq2seq.trainer.supervised_trainer INFO     Progress: 76%, Train RMSE Loss: 0.1691
2023-04-08 21:56:42,109 seq2seq.trainer.supervised_trainer INFO     Progress: 76%, Train RMSE Loss: 0.1942
2023-04-08 21:56:43,532 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.2786
2023-04-08 21:56:44,783 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.3722
2023-04-08 21:56:46,082 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.2092
2023-04-08 21:56:47,388 seq2seq.trainer.supervised_trainer INFO     Progress: 78%, Train RMSE Loss: 0.3321
2023-04-08 21:56:48,778 seq2seq.trainer.supervised_trainer INFO     Progress: 78%, Train RMSE Loss: 0.2526
2023-04-08 21:56:50,202 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.4041
2023-04-08 21:56:51,576 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.2350
2023-04-08 21:56:52,924 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.1907
2023-04-08 21:57:01,424 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 8: Train RMSE Loss: 0.2914, Dev RMSE Loss: 1.9020, Test RMSE Loss: 0.7782
2023-04-08 21:57:02,870 seq2seq.trainer.supervised_trainer INFO     Progress: 80%, Train RMSE Loss: 0.1887
2023-04-08 21:57:04,308 seq2seq.trainer.supervised_trainer INFO     Progress: 80%, Train RMSE Loss: 0.3123
2023-04-08 21:57:05,577 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 0.5016
2023-04-08 21:57:06,771 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 0.4513
2023-04-08 21:57:08,003 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 0.5065
2023-04-08 21:57:09,332 seq2seq.trainer.supervised_trainer INFO     Progress: 82%, Train RMSE Loss: 0.4048
2023-04-08 21:57:10,605 seq2seq.trainer.supervised_trainer INFO     Progress: 82%, Train RMSE Loss: 0.2385
2023-04-08 21:57:11,900 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 0.2371
2023-04-08 21:57:13,196 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 0.2230
2023-04-08 21:57:14,578 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 0.2423
2023-04-08 21:57:15,924 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 0.1996
