2023-04-08 21:39:55,727 root         INFO     Namespace(data_path='datasets/po', expt_dir='./experiment', log_level='info', model='rnn')
2023-04-08 21:39:55,729 sentence_transformers.SentenceTransformer INFO     Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2023-04-08 21:39:57,136 sentence_transformers.SentenceTransformer INFO     Use pytorch device: cuda
2023-04-08 21:40:00,551 seq2seq.trainer.supervised_trainer INFO     Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
), Scheduler: None
2023-04-08 21:41:57,103 seq2seq.trainer.supervised_trainer INFO     Progress: 36%, Train RMSE Loss: 0.8522
2023-04-08 21:41:58,753 seq2seq.trainer.supervised_trainer INFO     Progress: 37%, Train RMSE Loss: 0.9686
2023-04-08 21:42:00,848 seq2seq.trainer.supervised_trainer INFO     Progress: 38%, Train RMSE Loss: 0.6786
2023-04-08 21:42:02,602 seq2seq.trainer.supervised_trainer INFO     Progress: 38%, Train RMSE Loss: 0.7601
2023-04-08 21:42:04,380 seq2seq.trainer.supervised_trainer INFO     Progress: 39%, Train RMSE Loss: 0.6757
2023-04-08 21:42:05,956 seq2seq.trainer.supervised_trainer INFO     Progress: 39%, Train RMSE Loss: 0.9144
2023-04-08 21:42:12,514 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 4: Train RMSE Loss: 2.0232, Dev RMSE Loss: 2.2830, Test RMSE Loss: 3.1032
2023-04-08 21:42:14,288 seq2seq.trainer.supervised_trainer INFO     Progress: 40%, Train RMSE Loss: 1.5807
2023-04-08 21:42:15,779 seq2seq.trainer.supervised_trainer INFO     Progress: 41%, Train RMSE Loss: 3.6964
2023-04-08 21:42:17,245 seq2seq.trainer.supervised_trainer INFO     Progress: 41%, Train RMSE Loss: 5.3750
2023-04-08 21:42:18,604 seq2seq.trainer.supervised_trainer INFO     Progress: 42%, Train RMSE Loss: 3.0059
2023-04-08 21:42:20,308 seq2seq.trainer.supervised_trainer INFO     Progress: 42%, Train RMSE Loss: 4.7464
2023-04-08 21:42:21,757 seq2seq.trainer.supervised_trainer INFO     Progress: 43%, Train RMSE Loss: 3.2963
2023-04-08 21:42:23,327 seq2seq.trainer.supervised_trainer INFO     Progress: 44%, Train RMSE Loss: 1.9686
2023-04-08 21:42:25,188 seq2seq.trainer.supervised_trainer INFO     Progress: 44%, Train RMSE Loss: 0.9697
2023-04-08 21:42:26,659 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 1.9415
2023-04-08 21:42:28,382 seq2seq.trainer.supervised_trainer INFO     Progress: 45%, Train RMSE Loss: 1.3112
2023-04-08 21:42:29,873 seq2seq.trainer.supervised_trainer INFO     Progress: 46%, Train RMSE Loss: 0.8104
2023-04-08 21:42:31,353 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.7466
2023-04-08 21:42:32,807 seq2seq.trainer.supervised_trainer INFO     Progress: 47%, Train RMSE Loss: 0.7161
2023-04-08 21:42:34,111 seq2seq.trainer.supervised_trainer INFO     Progress: 48%, Train RMSE Loss: 0.5375
2023-04-08 21:42:35,514 seq2seq.trainer.supervised_trainer INFO     Progress: 48%, Train RMSE Loss: 0.6128
2023-04-08 21:42:37,056 seq2seq.trainer.supervised_trainer INFO     Progress: 49%, Train RMSE Loss: 0.5121
2023-04-08 21:42:43,841 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 5: Train RMSE Loss: 1.9333, Dev RMSE Loss: 2.2507, Test RMSE Loss: 2.9782
2023-04-08 21:42:44,435 seq2seq.trainer.supervised_trainer INFO     Progress: 50%, Train RMSE Loss: 0.8973
2023-04-08 21:42:46,462 seq2seq.trainer.supervised_trainer INFO     Progress: 50%, Train RMSE Loss: 1.1849
2023-04-08 21:42:47,998 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 4.3934
2023-04-08 21:42:49,617 seq2seq.trainer.supervised_trainer INFO     Progress: 51%, Train RMSE Loss: 4.4865
2023-04-08 21:42:51,315 seq2seq.trainer.supervised_trainer INFO     Progress: 52%, Train RMSE Loss: 2.0006
2023-04-08 21:42:52,770 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 5.9475
2023-04-08 21:42:54,451 seq2seq.trainer.supervised_trainer INFO     Progress: 53%, Train RMSE Loss: 1.8582
2023-04-08 21:42:56,165 seq2seq.trainer.supervised_trainer INFO     Progress: 54%, Train RMSE Loss: 1.1638
2023-04-08 21:42:57,896 seq2seq.trainer.supervised_trainer INFO     Progress: 54%, Train RMSE Loss: 0.8095
2023-04-08 21:43:00,007 seq2seq.trainer.supervised_trainer INFO     Progress: 55%, Train RMSE Loss: 1.8380
2023-04-08 21:43:02,029 seq2seq.trainer.supervised_trainer INFO     Progress: 56%, Train RMSE Loss: 0.8807
2023-04-08 21:43:03,903 seq2seq.trainer.supervised_trainer INFO     Progress: 56%, Train RMSE Loss: 0.7676
2023-04-08 21:43:05,517 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.6202
2023-04-08 21:43:07,115 seq2seq.trainer.supervised_trainer INFO     Progress: 57%, Train RMSE Loss: 0.7350
2023-04-08 21:43:08,713 seq2seq.trainer.supervised_trainer INFO     Progress: 58%, Train RMSE Loss: 0.4853
2023-04-08 21:43:10,515 seq2seq.trainer.supervised_trainer INFO     Progress: 58%, Train RMSE Loss: 0.5611
2023-04-08 21:43:12,144 seq2seq.trainer.supervised_trainer INFO     Progress: 59%, Train RMSE Loss: 0.5678
2023-04-08 21:43:18,833 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 6: Train RMSE Loss: 1.7335, Dev RMSE Loss: 2.4604, Test RMSE Loss: 3.2750
2023-04-08 21:43:19,690 seq2seq.trainer.supervised_trainer INFO     Progress: 60%, Train RMSE Loss: 1.1415
2023-04-08 21:43:21,103 seq2seq.trainer.supervised_trainer INFO     Progress: 60%, Train RMSE Loss: 1.0799
2023-04-08 21:43:22,531 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 5.2964
2023-04-08 21:43:24,236 seq2seq.trainer.supervised_trainer INFO     Progress: 61%, Train RMSE Loss: 3.6628
2023-04-08 21:43:25,817 seq2seq.trainer.supervised_trainer INFO     Progress: 62%, Train RMSE Loss: 1.5620
2023-04-08 21:43:27,235 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 5.7520
2023-04-08 21:43:28,658 seq2seq.trainer.supervised_trainer INFO     Progress: 63%, Train RMSE Loss: 1.2684
2023-04-08 21:43:30,248 seq2seq.trainer.supervised_trainer INFO     Progress: 64%, Train RMSE Loss: 1.0649
2023-04-08 21:43:31,766 seq2seq.trainer.supervised_trainer INFO     Progress: 64%, Train RMSE Loss: 0.9938
2023-04-08 21:43:33,256 seq2seq.trainer.supervised_trainer INFO     Progress: 65%, Train RMSE Loss: 1.5551
2023-04-08 21:43:34,859 seq2seq.trainer.supervised_trainer INFO     Progress: 66%, Train RMSE Loss: 0.8641
2023-04-08 21:43:36,341 seq2seq.trainer.supervised_trainer INFO     Progress: 66%, Train RMSE Loss: 0.5760
2023-04-08 21:43:37,797 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.5982
2023-04-08 21:43:39,210 seq2seq.trainer.supervised_trainer INFO     Progress: 67%, Train RMSE Loss: 0.5633
2023-04-08 21:43:40,705 seq2seq.trainer.supervised_trainer INFO     Progress: 68%, Train RMSE Loss: 0.5517
2023-04-08 21:43:42,437 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.5067
2023-04-08 21:43:43,902 seq2seq.trainer.supervised_trainer INFO     Progress: 69%, Train RMSE Loss: 0.6383
2023-04-08 21:43:50,518 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 7: Train RMSE Loss: 1.6367, Dev RMSE Loss: 2.6047, Test RMSE Loss: 3.3770
2023-04-08 21:43:51,770 seq2seq.trainer.supervised_trainer INFO     Progress: 70%, Train RMSE Loss: 1.0857
2023-04-08 21:43:53,426 seq2seq.trainer.supervised_trainer INFO     Progress: 70%, Train RMSE Loss: 1.6122
2023-04-08 21:43:54,878 seq2seq.trainer.supervised_trainer INFO     Progress: 71%, Train RMSE Loss: 5.4241
2023-04-08 21:43:56,433 seq2seq.trainer.supervised_trainer INFO     Progress: 72%, Train RMSE Loss: 2.7926
2023-04-08 21:43:58,005 seq2seq.trainer.supervised_trainer INFO     Progress: 72%, Train RMSE Loss: 3.1594
2023-04-08 21:43:59,733 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 3.8787
2023-04-08 21:44:01,357 seq2seq.trainer.supervised_trainer INFO     Progress: 73%, Train RMSE Loss: 1.3239
2023-04-08 21:44:03,010 seq2seq.trainer.supervised_trainer INFO     Progress: 74%, Train RMSE Loss: 0.8247
2023-04-08 21:44:04,670 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 1.0302
2023-04-08 21:44:06,403 seq2seq.trainer.supervised_trainer INFO     Progress: 75%, Train RMSE Loss: 1.8200
2023-04-08 21:44:08,117 seq2seq.trainer.supervised_trainer INFO     Progress: 76%, Train RMSE Loss: 1.0030
2023-04-08 21:44:09,609 seq2seq.trainer.supervised_trainer INFO     Progress: 76%, Train RMSE Loss: 0.6850
2023-04-08 21:44:11,007 seq2seq.trainer.supervised_trainer INFO     Progress: 77%, Train RMSE Loss: 0.7152
2023-04-08 21:44:12,364 seq2seq.trainer.supervised_trainer INFO     Progress: 78%, Train RMSE Loss: 0.5459
2023-04-08 21:44:13,751 seq2seq.trainer.supervised_trainer INFO     Progress: 78%, Train RMSE Loss: 0.5971
2023-04-08 21:44:15,242 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.5723
2023-04-08 21:44:16,687 seq2seq.trainer.supervised_trainer INFO     Progress: 79%, Train RMSE Loss: 0.6389
2023-04-08 21:44:22,891 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 8: Train RMSE Loss: 1.6463, Dev RMSE Loss: 2.4936, Test RMSE Loss: 3.3019
2023-04-08 21:44:24,400 seq2seq.trainer.supervised_trainer INFO     Progress: 80%, Train RMSE Loss: 1.4192
2023-04-08 21:44:25,893 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 2.8108
2023-04-08 21:44:27,465 seq2seq.trainer.supervised_trainer INFO     Progress: 81%, Train RMSE Loss: 4.2022
2023-04-08 21:44:29,358 seq2seq.trainer.supervised_trainer INFO     Progress: 82%, Train RMSE Loss: 2.7580
2023-04-08 21:44:31,151 seq2seq.trainer.supervised_trainer INFO     Progress: 82%, Train RMSE Loss: 4.2632
2023-04-08 21:44:32,858 seq2seq.trainer.supervised_trainer INFO     Progress: 83%, Train RMSE Loss: 2.8791
2023-04-08 21:44:34,597 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 1.5594
2023-04-08 21:44:36,120 seq2seq.trainer.supervised_trainer INFO     Progress: 84%, Train RMSE Loss: 0.9336
2023-04-08 21:44:37,939 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 1.5037
2023-04-08 21:44:39,594 seq2seq.trainer.supervised_trainer INFO     Progress: 85%, Train RMSE Loss: 1.2629
2023-04-08 21:44:41,278 seq2seq.trainer.supervised_trainer INFO     Progress: 86%, Train RMSE Loss: 0.7190
2023-04-08 21:44:43,033 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.6088
2023-04-08 21:44:44,589 seq2seq.trainer.supervised_trainer INFO     Progress: 87%, Train RMSE Loss: 0.6715
2023-04-08 21:44:46,138 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.5318
2023-04-08 21:44:47,672 seq2seq.trainer.supervised_trainer INFO     Progress: 88%, Train RMSE Loss: 0.5405
2023-04-08 21:44:49,645 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.4847
2023-04-08 21:44:51,337 seq2seq.trainer.supervised_trainer INFO     Progress: 89%, Train RMSE Loss: 0.7801
2023-04-08 21:44:56,805 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 9: Train RMSE Loss: 1.6458, Dev RMSE Loss: 2.3926, Test RMSE Loss: 3.1559
2023-04-08 21:44:58,712 seq2seq.trainer.supervised_trainer INFO     Progress: 90%, Train RMSE Loss: 1.2155
2023-04-08 21:45:00,160 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 3.2768
2023-04-08 21:45:01,589 seq2seq.trainer.supervised_trainer INFO     Progress: 91%, Train RMSE Loss: 4.1502
2023-04-08 21:45:03,056 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 2.0918
2023-04-08 21:45:04,416 seq2seq.trainer.supervised_trainer INFO     Progress: 92%, Train RMSE Loss: 4.1508
2023-04-08 21:45:05,817 seq2seq.trainer.supervised_trainer INFO     Progress: 93%, Train RMSE Loss: 2.3552
2023-04-08 21:45:07,329 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 1.5370
2023-04-08 21:45:09,014 seq2seq.trainer.supervised_trainer INFO     Progress: 94%, Train RMSE Loss: 0.7332
2023-04-08 21:45:10,824 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 1.5633
2023-04-08 21:45:12,486 seq2seq.trainer.supervised_trainer INFO     Progress: 95%, Train RMSE Loss: 0.9812
2023-04-08 21:45:14,252 seq2seq.trainer.supervised_trainer INFO     Progress: 96%, Train RMSE Loss: 0.6978
2023-04-08 21:45:15,769 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.6160
2023-04-08 21:45:17,255 seq2seq.trainer.supervised_trainer INFO     Progress: 97%, Train RMSE Loss: 0.6833
2023-04-08 21:45:18,956 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.5096
2023-04-08 21:45:20,923 seq2seq.trainer.supervised_trainer INFO     Progress: 98%, Train RMSE Loss: 0.5619
2023-04-08 21:45:22,576 seq2seq.trainer.supervised_trainer INFO     Progress: 99%, Train RMSE Loss: 0.5126
2023-04-08 21:45:43,571 seq2seq.trainer.supervised_trainer INFO     
Finished epoch 10: Train RMSE Loss: 1.5658, Dev RMSE Loss: 2.2480, Test RMSE Loss: 2.8756
Train RMSE Loss from Evaluator: 3.0413
------Hyper-parameters------
model_name: rnn, batch_size: 64, hidden_size: 32, learning_rate: 0.001, num_epochs: 10, num_layers: 3, dropout_rate: 0.1, teacher_forcing_ratio: 0.5
input_size: 128, kernel_size: 3, num_head: 2, use_adamw: False
in_len: 5, out_len: 5
----------------------------
--------------Best Model:--------------
Epoch 10, Train RMSE Loss: 3.0413, Dev RMSE Loss: 2.2480, Test RMSE Loss: 2.8756
---------------------------------------
